n_words_q,n_words_a_solution,n_words_a_lecture,Text_Length,Word_Count,Nouns,Verbs,Adjectives,Adverbs,Num_Numbers,Num_Commas,Num_Complex_Words,Num_Unique_Words,Num_Content_Words,Num_Content_Words_No_Stopwords,Word_Length_Syllables,Avg_Sentence_Length,Num_Prepositional_Phrases,Num_Negated_Words_Stem,Num_Negated_Words_Lead_In,Num_Main_Noun_Phrases,Avg_Main_NP_Length,Num_Verb_Phrases,Prop_Active_Voice_Verbs,Prop_Passive_Voice_Verbs,Ratio_Active_to_Passive_Verbs,Num_Words_Before_Main_Verb,Num_Agentless_Passive_Constructions,Word_Length_Std_Dev,Num_Polysemic_Words,Num_Word_Senses,Num_Word_Senses_For_Content_Words,Num_Word_Senses_For_Nouns,Num_Word_Senses_For_Verbs,Num_Word_Senses_For_Non_Auxiliary_Verbs,Num_Word_Senses_For_Adjectives,Num_Word_Senses_For_Adverbs,Distance_To_Root_Nouns,Distance_To_Root_Verbs,flesch_kincaid_grade,flesch_kincaid_ease,coleman_liau_index,automated_readability_index,smog_index,gunning_fog,traenkle_bailer_index,education_level
19,26,119,785,145,42,20,19,3,0,8,10,63,84,75,1.3517241379310345,15.090909090909092,19,1,2,39,2.1025641025641026,16,0.8333333333333334,0.16666666666666666,5.0,6.090909090909091,1,2.1624401595234075,45,473,361,88,163,124,41,17,6.598571428571429,1.9104318982861495,4.9,83.46,6.54,5.9,8.6,6.38,52.24386690909091,middle
20,154,215,2052,361,116,72,35,5,2,6,38,100,254,191,1.4542936288088644,10.564102564102564,50,1,3,106,1.8773584905660377,37,0.5652173913043478,0.43478260869565216,1.3,4.421052631578948,1,2.09080176726238,80,926,769,239,363,292,64,13,6.305857766572052,1.7615438011584628,4.6,78.96,7.1,5.1,8.2,4.27,46.71451666112648,elementary
11,1,127,931,141,44,43,10,5,0,8,26,76,102,84,1.6808510638297873,11.857142857142858,15,2,2,43,1.8372093023255813,32,0.6666666666666666,0.3333333333333333,2.0,4.461538461538462,3,2.4756141783570578,59,573,406,138,240,163,16,14,5.619130773441118,1.2288947872573601,7.2,61.22,12.73,10.0,10.0,6.88,84.99962521580545,middle
16,44,219,1404,243,102,31,16,2,0,14,45,86,162,134,1.5720164609053497,16.647058823529413,31,0,0,78,2.282051282051282,21,0.8666666666666667,0.13333333333333333,6.5,3.3,1,2.5224155545782883,62,512,395,168,161,97,28,10,5.831693121693122,1.5489185633767677,7.7,65.32,8.75,8.2,11.7,8.87,55.23975590026623,middle
17,159,530,3562,619,242,79,56,8,0,27,125,125,409,349,1.6106623586429725,16.904761904761905,74,1,1,177,2.463276836158192,47,0.918918918918919,0.08108108108108109,11.333333333333334,5.269230769230769,1,2.465212566924537,91,814,607,172,302,212,52,28,5.8285207700101305,1.299003260210967,7.9,64.91,8.81,8.3,11.7,7.79,64.85610263251019,middle
6,29,131,1049,151,43,32,24,14,0,10,36,84,113,93,1.8278145695364238,10.0,6,1,0,39,1.8461538461538463,19,0.8,0.2,4.0,2.4444444444444446,2,3.096378844559774,63,525,431,101,150,111,52,34,5.118301936159079,1.606789242503528,9.6,44.3,14.07,11.4,11.5,9.6,168.06132688741724,high
6,75,122,1261,202,67,41,17,5,8,6,36,89,136,111,1.603960396039604,13.0,21,2,2,64,1.828125,27,0.6,0.4,1.5,3.2142857142857144,6,2.710286403135447,69,619,469,146,244,173,60,1,6.299888682745826,1.828186954073098,6.3,69.07,10.94,8.5,9.3,6.84,87.05259651485147,high
14,1,264,1700,294,61,69,16,8,0,15,35,111,157,131,1.4727891156462585,18.333333333333332,27,0,0,81,1.8271604938271604,50,0.7407407407407407,0.25925925925925924,2.857142857142857,2.7333333333333334,7,2.4341672226918205,83,765,571,139,294,210,30,27,5.431972789115647,1.872838819247488,7.3,71.75,9.22,9.2,10.7,8.32,97.63472462585032,middle
40,42,69,824,143,41,30,12,8,0,4,20,90,92,82,1.5664335664335665,12.538461538461538,16,0,0,43,1.558139534883721,23,1.0,0.0,11.0,3.5555555555555554,0,2.2803637171679796,68,777,605,153,305,240,31,19,5.6824017936086895,2.161151019858552,5.2,77.23,8.39,6.5,8.6,6.92,77.71726662937064,high
14,33,133,912,151,37,37,15,2,0,5,9,63,94,80,1.3245033112582782,10.333333333333334,12,0,1,44,2.0681818181818183,25,1.0,0.0,18.0,3.0,0,1.839367462874037,50,560,403,64,303,213,38,8,5.86531746031746,1.5192645074224018,3.2,87.92,7.16,5.3,6.9,4.28,119.15819244150109,elementary
28,48,86,895,150,55,19,12,4,0,6,33,81,90,83,1.68,16.6,19,0,0,52,1.7692307692307692,13,1.0,0.0,7.0,3.6,0,2.682453271830761,59,473,381,137,143,117,27,24,5.7625,2.0419921914819876,8.0,64.71,10.37,9.5,11.4,8.67,56.38550026666664,high
10,102,201,2020,319,102,59,32,9,2,14,51,103,211,189,1.6739811912225706,16.545454545454547,30,0,0,88,2.215909090909091,40,0.7586206896551724,0.2413793103448276,3.142857142857143,3.7,7,2.597424139385938,72,655,530,118,249,172,65,17,5.195667873792873,1.709163067187937,9.3,55.95,12.06,11.2,11.6,7.62,96.36037018181815,high
8,24,133,761,137,49,23,11,2,23,6,6,60,93,71,1.4087591240875912,13.23076923076923,18,0,0,50,2.04,12,0.8,0.2,4.0,2.625,2,2.0368233523405457,44,438,308,102,162,104,48,7,6.41319745069745,1.628681479339374,4.4,84.88,4.22,3.2,7.0,6.03,53.29750137226276,elementary
23,20,71,595,101,28,22,3,5,0,4,9,60,58,52,1.4851485148514851,11.8,9,1,0,31,1.5483870967741935,17,0.8888888888888888,0.1111111111111111,8.0,2.5555555555555554,1,2.9902301459670975,49,507,374,117,212,160,5,22,6.366160593792173,2.2733807509017594,6.0,69.68,8.62,6.7,8.5,6.02,106.18925438415842,high
39,35,182,1286,224,64,40,26,7,0,10,36,122,139,122,1.5803571428571428,11.217391304347826,20,2,2,74,1.6756756756756757,31,0.9444444444444444,0.05555555555555555,17.0,2.4166666666666665,1,2.7673638673356082,90,962,866,221,323,284,65,22,5.937646901709402,1.6605408055663158,6.3,69.07,7.98,6.1,10.5,8.19,106.43794022360248,high
11,106,154,1874,295,82,59,31,16,0,9,60,123,189,168,1.7491525423728813,15.666666666666666,37,0,0,74,2.0,41,0.6666666666666666,0.3333333333333333,2.0,4.588235294117647,8,3.0802052633281463,90,798,650,203,238,193,83,33,5.643497219155115,1.8961857918148037,9.9,48.81,12.52,10.8,12.6,9.53,58.65197970621469,high
29,46,86,830,144,44,20,14,6,0,9,25,84,84,77,1.5833333333333333,16.5,17,1,0,51,1.7254901960784315,14,1.0,0.0,9.0,3.5,0,2.4289280265221307,61,503,438,163,161,148,23,29,5.807698031135531,2.1849375227946655,7.8,65.22,8.75,8.1,11.0,8.56,67.00560622222221,high
11,167,154,2100,352,103,62,46,18,0,22,62,144,230,205,1.6448863636363635,17.695652173913043,35,0,0,88,2.0795454545454546,47,0.75,0.25,3.0,5.409090909090909,7,2.5851648344108313,109,1009,822,199,393,309,105,45,5.862592268842269,1.8159586887141068,9.3,55.95,10.03,9.6,11.6,8.96,88.84716281422922,high
11,20,78,520,77,31,12,2,1,26,0,9,44,46,41,1.4805194805194806,12.333333333333334,9,0,0,34,2.5588235294117645,9,0.7142857142857143,0.2857142857142857,2.5,2.3333333333333335,2,2.6068011776558575,34,358,289,96,98,59,49,2,6.059698488645857,1.701037851037851,4.5,79.16,5.54,4.9,7.9,4.96,71.76697534199133,middle
23,44,363,2198,372,98,61,36,19,0,27,48,154,240,190,1.521505376344086,14.466666666666667,45,3,3,103,2.116504854368932,41,0.8181818181818182,0.18181818181818182,4.5,3.8,6,2.7295458539566413,106,1044,867,211,361,316,76,24,5.867135642135642,1.7297649808483713,6.9,67.35,9.27,7.9,9.8,6.57,65.06421503655912,high
8,13,104,692,115,26,33,8,4,0,7,16,40,71,54,1.6434782608695653,12.454545454545455,5,1,3,29,2.413793103448276,19,1.0,0.0,12.0,3.4545454545454546,0,2.9149766460266724,27,300,160,65,109,45,18,11,5.397001763668431,1.8634755960413856,7.4,60.82,9.25,7.5,10.0,5.59,161.5201039367589,middle
39,35,94,873,148,46,23,10,6,0,6,28,92,85,80,1.662162162162162,15.636363636363637,17,0,0,53,1.7547169811320755,17,1.0,0.0,16.0,2.4285714285714284,0,2.4523490177570735,66,596,489,121,221,176,32,31,5.949616858237548,2.172743644548156,7.4,66.13,9.1,8.1,11.0,7.84,71.60055809336606,high
20,21,160,1068,178,52,34,11,7,0,5,24,98,117,97,1.5561797752808988,12.75,13,3,1,52,2.0576923076923075,26,1.0,0.0,14.0,3.6666666666666665,0,2.8625952312803893,75,840,718,191,308,256,32,23,6.396664146664147,1.7858952819667104,6.2,69.18,9.32,7.1,9.8,7.13,125.107428494382,high
16,40,219,1373,237,97,33,13,3,0,14,46,88,154,130,1.59915611814346,16.352941176470587,32,0,0,79,2.1265822784810124,22,0.8666666666666667,0.13333333333333333,6.5,2.909090909090909,1,2.49925125428805,64,519,402,180,161,97,31,10,5.925919913419914,1.4628675320780582,7.6,65.73,8.81,8.0,11.4,8.79,46.35663818714323,middle
18,26,86,624,116,35,14,16,1,0,5,6,52,66,60,1.3448275862068966,14.666666666666666,17,0,0,33,2.1515151515151514,12,0.8333333333333334,0.16666666666666666,5.0,4.5,1,2.1023704134926207,36,393,296,78,131,92,28,10,6.9843253968253975,1.5894758263179316,4.8,83.76,6.37,5.6,7.8,5.85,33.58894133333334,elementary
7,28,126,869,127,46,21,10,7,52,21,22,64,86,68,1.7559055118110236,14.083333333333334,11,0,0,44,1.9318181818181819,8,0.7142857142857143,0.2857142857142857,2.5,2.2,2,2.864215845124947,43,428,318,87,113,74,63,25,6.850417215634608,1.5781218781218782,6.9,67.55,9.27,8.0,10.7,7.35,107.42009898162728,middle
16,41,219,1389,237,102,30,11,2,0,14,46,87,155,130,1.59915611814346,16.470588235294116,32,0,0,79,2.240506329113924,21,0.8666666666666667,0.13333333333333333,6.5,3.1,1,2.5133941253563146,62,512,395,182,161,97,25,10,5.729135101010101,1.6457259735878158,7.6,65.62,8.87,8.2,11.7,8.81,46.26272006949617,middle
11,1,86,650,100,33,33,4,2,0,6,19,62,73,59,1.61,10.083333333333334,11,1,1,29,1.8620689655172413,25,0.6153846153846154,0.38461538461538464,1.6,4.333333333333333,3,2.270924921700407,46,431,295,108,157,99,10,7,4.936273026490417,1.250518169290099,5.3,71.51,11.39,8.7,9.1,6.12,81.98831466666667,elementary
35,52,69,886,150,41,33,16,14,0,3,20,85,108,88,1.56,13.0,10,0,0,44,1.7272727272727273,26,1.0,0.0,14.0,2.5,0,2.1193395197560965,60,600,453,135,252,187,23,21,5.4508382642998034,2.275782052344896,5.4,76.72,9.32,7.5,8.6,7.0,132.70131466666666,middle
16,63,97,989,174,47,40,9,8,16,1,3,69,104,94,1.264367816091954,12.5,15,1,1,57,1.7543859649122806,33,1.0,0.0,25.0,4.5,0,1.8005665496144356,53,552,411,112,242,165,22,22,6.138737717309145,1.5490020457125722,4.2,85.28,6.71,5.2,6.6,5.66,109.18259999999998,elementary
23,23,165,1083,186,52,34,11,9,0,8,20,94,119,93,1.5053763440860215,12.588235294117647,14,2,0,56,1.8214285714285714,26,0.9333333333333333,0.06666666666666667,14.0,2.5,1,2.808268887998488,67,755,606,181,260,189,18,25,6.176561864061864,1.9989541132042117,6.2,69.38,8.21,6.4,9.0,6.51,122.50072055154965,middle
7,28,126,835,127,47,20,10,7,36,13,22,64,86,68,1.7401574803149606,14.083333333333334,11,0,0,44,1.9318181818181819,8,0.7142857142857143,0.2857142857142857,2.5,2.2,2,2.7661003782622577,44,431,321,89,113,74,63,25,6.995344751866491,1.735934065934066,5.7,76.01,8.22,6.9,10.3,7.07,107.42009898162728,middle
23,40,94,837,136,39,22,13,5,0,7,21,82,79,74,1.6029411764705883,14.636363636363637,18,0,0,47,1.851063829787234,15,0.8461538461538461,0.15384615384615385,5.5,5.0,2,2.3685945309197844,60,520,433,112,182,143,25,29,6.181354859132638,2.026928318594985,7.5,65.93,10.49,9.3,11.2,8.42,50.992897069518676,high
9,20,65,440,80,34,11,3,2,0,9,9,46,54,39,1.4,15.714285714285714,10,0,0,37,1.5135135135135136,3,0.6666666666666666,0.3333333333333333,2.0,2.0,1,2.249305448355114,33,358,290,134,110,71,15,3,6.678881535131535,2.309798534798535,5.4,76.82,5.55,5.5,8.8,7.06,59.13262285714285,elementary
10,83,201,1696,285,81,49,27,5,2,12,32,94,171,159,1.4701754385964911,14.954545454545455,30,0,0,86,2.046511627906977,36,0.7407407407407407,0.25925925925925924,2.857142857142857,3.0526315789473686,7,2.5097017047785375,65,661,543,113,262,191,56,14,5.127317127317128,1.729574934005009,6.1,74.9,8.92,7.9,8.8,6.14,83.89765286124401,high
6,57,88,747,128,46,21,14,4,0,13,23,78,92,72,1.609375,10.466666666666667,10,1,1,39,1.8717948717948718,14,0.875,0.125,7.0,2.875,1,2.4278152955641006,64,837,725,174,312,254,46,7,5.570694539835165,2.0861602862349136,5.4,71.31,7.44,5.6,9.9,6.21,120.69831813333334,elementary
39,35,94,874,148,45,23,11,6,0,6,28,92,85,80,1.662162162162162,15.636363636363637,17,0,0,54,1.7962962962962963,17,1.0,0.0,16.0,2.4285714285714284,0,2.4792417960187687,65,593,486,117,221,176,32,31,5.709722222222221,2.172743644548156,7.4,66.13,9.16,8.1,11.0,7.84,71.60055809336606,high
6,38,254,1569,279,69,47,25,14,0,19,30,119,173,135,1.4838709677419355,12.96,31,3,3,77,1.974025974025974,32,0.8333333333333334,0.16666666666666666,5.0,2.9473684210526314,4,2.6929849388141496,86,827,681,175,259,214,71,18,6.188084795321637,1.5256144500445254,5.3,77.13,7.58,6.0,9.0,6.02,78.33182460444445,middle
33,72,165,1529,246,70,41,23,4,0,5,31,75,138,130,1.5772357723577235,18.333333333333332,33,1,1,70,2.0142857142857142,34,0.9523809523809523,0.047619047619047616,20.0,7.266666666666667,1,2.4752459449390223,56,547,409,129,166,127,26,12,4.631154111588893,1.6436258186258184,7.8,65.22,11.53,10.3,10.7,6.61,45.846412032520306,middle
24,69,268,1850,323,85,68,33,18,0,3,39,178,224,175,1.498452012383901,12.517241379310345,32,3,3,99,1.7373737373737375,47,0.896551724137931,0.10344827586206896,8.666666666666666,3.3157894736842106,3,2.536867873439687,135,1511,1311,353,549,471,119,43,6.102171503709965,1.948086473069364,6.6,68.16,8.04,6.5,9.7,7.72,93.42250796455639,high
10,81,201,1625,276,91,45,23,7,2,12,23,97,179,159,1.4492753623188406,14.727272727272727,26,0,0,84,1.9880952380952381,36,0.8,0.2,4.0,3.7,5,2.3334458519994414,69,656,532,113,231,173,56,20,5.077283827283828,1.8176020947167562,5.5,76.42,8.4,6.8,7.9,5.57,97.61719695388666,middle
10,109,201,1916,333,93,65,31,9,2,18,35,102,211,187,1.4714714714714714,14.692307692307692,30,0,0,102,1.911764705882353,56,0.8648648648648649,0.13513513513513514,6.4,4.086956521739131,5,2.3260347083591677,71,692,565,116,277,200,61,14,5.239910089910091,1.729843837279092,6.2,74.79,8.69,7.5,8.8,6.2,102.67931884684684,high
8,19,85,525,101,31,14,10,2,0,9,4,58,63,54,1.316831683168317,13.333333333333334,12,1,1,27,2.0,12,0.875,0.125,7.0,5.166666666666667,1,2.0073875910476504,39,422,361,78,127,95,46,2,5.178674948240166,1.8602099654731235,4.1,85.49,4.85,4.0,6.4,5.27,68.60780211221123,elementary
37,55,236,2197,337,103,58,47,12,0,4,85,162,233,212,1.7982195845697329,28.76923076923077,24,1,2,106,2.150943396226415,43,0.9333333333333333,0.06666666666666667,14.0,7.666666666666667,2,2.873099334522418,132,1209,1080,274,402,363,158,32,5.867272861238378,1.8518951771332721,15.4,34.49,14.16,18.4,17.8,15.63,114.54338960237389,high
16,63,97,984,174,47,40,9,8,16,1,3,69,104,94,1.264367816091954,12.5,15,1,1,58,1.7586206896551724,33,1.0,0.0,25.0,4.5,0,1.7759736601475407,53,562,421,112,242,165,32,22,6.138737717309145,1.5490020457125722,4.2,85.28,6.53,5.0,6.6,5.66,109.18259999999998,elementary
24,69,268,1851,323,84,68,33,18,0,3,39,178,224,175,1.498452012383901,12.517241379310345,32,3,3,98,1.7346938775510203,47,0.896551724137931,0.10344827586206896,8.666666666666666,3.0952380952380953,3,2.538095525784116,136,1519,1319,360,549,471,119,43,6.214259415797877,1.948086473069364,6.6,68.16,8.1,6.5,9.7,7.72,93.42250796455639,high
42,61,236,2237,348,103,62,45,13,0,5,87,155,239,210,1.7672413793103448,35.09090909090909,24,1,1,111,2.054054054054054,44,0.9117647058823529,0.08823529411764706,10.333333333333334,9.461538461538462,3,2.858366425196331,119,1106,971,236,421,363,135,34,5.763015883688961,2.1595750803566856,15.9,33.28,13.65,18.3,18.2,16.05,112.25218690909091,high
31,22,71,649,106,26,24,6,6,0,5,10,67,62,56,1.5188679245283019,13.0,9,1,0,33,1.4848484848484849,18,0.9090909090909091,0.09090909090909091,10.0,3.111111111111111,1,2.9899112431179344,52,541,416,115,223,171,12,27,5.158725071225071,2.2938808685049286,5.9,70.09,9.31,7.3,8.6,5.75,110.37620271698113,high
11,1,127,1016,162,49,46,10,4,0,8,27,86,109,90,1.5864197530864197,11.875,20,2,2,49,1.8979591836734695,34,0.6470588235294118,0.35294117647058826,1.8333333333333333,4.285714285714286,3,2.434267692406269,64,726,528,117,363,260,29,4,5.591548636548637,1.2938590315124112,6.0,69.68,10.82,8.5,9.5,6.51,64.08647827160493,middle
45,38,229,1925,301,96,47,38,12,0,4,76,156,207,185,1.7840531561461794,33.8,26,1,0,99,2.191919191919192,35,0.88,0.12,7.333333333333333,5.3,3,2.8666765147536575,124,1070,953,273,349,310,134,27,5.947016603468217,1.745208342200823,16.3,32.26,13.41,18.7,18.6,17.53,91.96838592956813,middle
7,43,131,1097,161,52,30,24,15,0,12,34,90,121,100,1.795031055900621,11.38888888888889,9,1,0,46,1.934782608695652,19,0.8181818181818182,0.18181818181818182,4.5,2.5,2,2.8085799971243306,67,573,469,185,139,100,54,34,4.974209586709588,1.6162953712953716,8.2,53.27,12.97,10.4,10.5,8.5,147.16545537612143,high
40,57,229,2000,312,95,47,40,11,0,6,77,149,205,193,1.7435897435897436,35.1,19,2,0,100,2.21,35,0.9259259259259259,0.07407407407407407,12.5,7.0,2,2.7566189545322586,122,1069,909,242,315,238,151,35,5.76720344644873,1.820595600842647,16.6,31.35,13.76,19.5,18.9,17.48,122.12051934358975,middle
29,48,69,830,139,38,34,15,12,0,3,20,86,100,79,1.5539568345323742,12.153846153846153,9,1,1,39,1.6153846153846154,25,0.9333333333333333,0.06666666666666667,14.0,2.5555555555555554,1,2.3174626189025935,64,767,574,136,301,204,58,30,5.531728937728937,1.9725464284746497,6.3,69.07,9.61,7.4,9.1,6.87,135.72506549640286,middle
34,51,50,749,138,36,25,9,9,0,2,15,76,79,68,1.4057971014492754,12.916666666666666,12,2,2,43,1.813953488372093,16,0.7692307692307693,0.23076923076923078,3.3333333333333335,3.857142857142857,3,2.3030827810038157,57,602,460,170,214,130,16,28,5.752107011346141,1.5588882001088986,4.2,85.28,6.77,5.3,8.6,6.9,107.93240811594201,high
17,137,215,1928,341,101,73,35,7,2,6,30,101,232,178,1.4222873900293256,10.051282051282051,44,1,4,99,1.8888888888888888,37,0.43478260869565216,0.5652173913043478,0.7692307692307693,4.0,4,2.1078863923675497,83,1037,846,243,357,286,79,17,6.486340304432411,1.6630908736209489,3.2,87.92,6.87,4.7,8.0,4.1,58.71780843010754,elementary
25,38,182,1284,219,57,39,29,14,0,6,38,123,141,120,1.6210045662100456,11.761904761904763,18,2,2,67,1.6417910447761195,27,0.9375,0.0625,15.0,2.0833333333333335,1,2.9890510011875717,93,959,848,221,292,266,77,36,5.576381408446625,1.6827520312410422,7.3,60.92,8.73,6.7,10.8,8.36,114.6864545179387,high
14,1,264,1728,303,67,70,19,7,0,15,34,108,166,140,1.4884488448844884,18.72222222222222,31,0,0,83,1.6987951807228916,49,0.8,0.2,4.0,3.3125,5,2.4026039963896744,82,688,506,128,252,168,33,22,6.010119047619049,1.682072085720411,7.5,71.34,9.05,9.2,10.5,8.3,84.50437841144111,middle
16,34,133,930,151,39,37,14,3,0,6,9,65,96,82,1.304635761589404,10.5,12,0,1,45,2.1333333333333333,26,1.0,0.0,18.0,3.25,0,1.9000737487966592,51,596,434,74,307,217,31,8,5.665542328042328,1.3444959889038834,3.2,87.82,7.28,5.5,6.9,4.31,119.02514177483442,elementary
36,39,133,1090,190,43,43,20,9,0,4,30,110,125,98,1.568421052631579,15.0,14,2,2,51,1.9215686274509804,36,0.7647058823529411,0.23529411764705882,3.25,4.333333333333333,4,2.6611028059893367,81,843,692,201,367,296,58,29,6.1875087034177945,1.8595909812827107,7.5,66.03,8.69,7.5,10.8,9.02,122.51500842105264,high
6,29,131,1053,151,43,32,24,14,0,10,36,84,113,93,1.8278145695364238,10.0,6,1,0,39,1.8461538461538463,19,0.8,0.2,4.0,2.4444444444444446,2,3.1250840960571766,63,525,431,101,150,111,52,34,5.118301936159079,1.606789242503528,9.6,44.3,14.18,11.6,11.5,9.6,168.06132688741724,high
8,26,72,645,110,33,17,13,3,8,4,16,56,67,54,1.518181818181818,14.11111111111111,13,0,0,33,2.5454545454545454,9,0.6666666666666666,0.3333333333333333,2.0,9.375,3,2.605794560063436,42,465,320,70,194,130,58,14,5.376890756302521,1.8278452312098927,7.1,67.04,8.05,6.9,10.7,6.48,68.75811628282827,elementary
45,35,133,1105,193,49,41,17,8,0,6,30,118,126,102,1.61139896373057,15.357142857142858,18,2,2,55,1.8181818181818181,30,0.8235294117647058,0.17647058823529413,4.666666666666667,3.888888888888889,3,2.7199851870866785,86,968,841,242,394,355,46,25,6.243280989843489,1.889152701185668,7.5,65.83,8.75,7.6,10.5,8.86,98.26330655810511,high
6,87,122,1394,228,92,40,20,3,12,12,42,101,155,134,1.6403508771929824,13.947368421052632,24,2,2,73,1.9589041095890412,25,0.5789473684210527,0.42105263157894735,1.375,3.076923076923077,6,2.5168254980973934,75,689,528,193,239,168,73,1,5.9938507094757085,1.8526304898109405,6.8,67.65,10.37,8.5,9.8,7.1,84.70168631578946,high
7,43,131,1097,161,51,30,25,14,0,12,34,90,121,100,1.795031055900621,11.38888888888889,9,1,0,46,1.934782608695652,19,0.8181818181818182,0.18181818181818182,4.5,2.5,2,2.8085799971243306,67,573,469,175,139,100,54,34,4.8991870034727185,1.6162953712953716,8.2,53.27,12.97,10.4,10.5,8.5,147.16545537612143,high
4,95,92,979,165,60,30,15,3,0,6,28,65,126,79,1.6606060606060606,8.565217391304348,11,3,3,55,2.0727272727272728,16,0.9166666666666666,0.08333333333333333,11.0,2.3076923076923075,1,3.216178112743845,45,515,375,98,193,103,36,1,7.2093389369251435,1.7537890524262707,6.1,64.17,7.61,5.4,9.4,5.3,136.24161936231883,elementary
17,36,133,937,154,40,36,18,3,0,6,9,69,99,84,1.2922077922077921,10.666666666666666,11,0,1,47,2.106382978723404,25,1.0,0.0,17.0,3.3333333333333335,0,1.878857700140962,56,655,488,78,303,213,77,8,5.905404889228419,1.3546811740890687,3.3,87.62,6.93,5.3,7.4,4.38,128.7353001904762,elementary
38,39,173,1340,228,73,46,14,12,0,5,32,89,148,128,1.4824561403508771,17.466666666666665,23,0,0,66,1.6515151515151516,37,0.9090909090909091,0.09090909090909091,10.0,5.615384615384615,2,2.228864342509418,75,812,653,181,308,269,56,24,5.652562992562992,1.6368320171891597,6.9,72.97,9.33,9.0,10.2,7.48,87.26077785263158,middle
20,196,273,2545,446,145,94,43,18,2,12,62,118,318,245,1.4977578475336324,10.448979591836734,56,5,6,130,1.8923076923076922,52,0.5294117647058824,0.47058823529411764,1.125,4.733333333333333,6,2.27291453455893,98,1118,915,237,466,382,102,28,5.839333007418113,1.5412535126223479,4.5,79.16,7.28,5.2,9.3,4.71,62.649821203990086,middle
6,81,110,1118,194,57,43,13,3,2,8,24,75,128,99,1.4948453608247423,11.25,21,1,1,63,1.6984126984126984,30,0.7058823529411765,0.29411764705882354,2.4,4.076923076923077,4,2.6069278679927055,56,616,486,125,246,182,38,4,5.8363780663780656,1.8703457471166216,4.7,78.55,7.98,5.9,7.7,4.91,83.20217072164948,elementary
16,51,219,1442,247,108,30,14,2,0,14,47,91,162,140,1.5870445344129556,17.058823529411764,34,0,0,82,2.1341463414634148,21,0.8666666666666667,0.13333333333333333,6.5,3.1,1,2.4830656272591107,67,535,418,183,161,97,40,10,5.73847619047619,1.6457259735878158,7.8,65.12,9.1,8.6,11.3,8.9,42.57303812336272,middle
31,52,229,1870,297,92,45,39,17,0,4,73,149,207,179,1.7811447811447811,33.4,24,3,2,92,2.1956521739130435,30,0.9,0.1,9.0,7.6,2,2.870800346953271,120,1037,883,243,302,231,132,42,5.655200560756116,1.8986688058331453,16.1,32.77,12.95,18.1,18.4,17.02,99.10636963232322,middle
24,103,86,1056,193,53,29,14,8,0,9,23,100,104,91,1.4404145077720207,18.083333333333332,28,0,0,65,1.6923076923076923,21,0.9411764705882353,0.058823529411764705,16.0,4.5,1,2.2611579431563746,73,609,488,151,239,194,17,29,5.743000693000695,2.230164582702177,6.1,80.41,7.48,7.6,9.9,8.34,32.66563064594129,high
